2 2
27 37 11
263 13 77
283 239 12
282 305 7
272 125 96
274 293 10
118 241 66
228 211 46
110 193 9
117 170 53
81 220 76
184 248 36
96 234 12
137 272 5
241 69 81
113 223 54
250 165 31
133 311 37
15 169 95
216 140 31
197 47 89
247 117 27
216 136 79
146 197 82
248 20 19
307 73 90
7 18 56
294 196 50
209 118 74
227 9 91
116 23 34
242 298 3
62 89 90
191 9 78
201 246 97
256 259 100
24 166 29
148 257 86
35 31 92
51 140 95
36 262 73
39 119 63
236 86 9
298 206 32
250 25 1
164 185 51
174 289 44
180 105 41
237 169 21
98 187 15
256 51 70
297 217 88
175 238 32
272 23 89
47 301 47
222 176 89
297 206 97
159 146 44
6 244 59
86 111 10
149 19 67
58 111 29
186 249 84
213 151 39
202 0 35
154 174 89
301 309 14
22 267 51
171 23 49
145 62 60
264 151 54
11 247 8
155 292 40
103 163 52
28 271 95
235 59 88
40 66 71
202 167 77
141 201 99
154 19 80
306 253 27
258 313 59
143 142 32
17 262 36
137 87 85
9 145 84
117 307 31
257 93 31
56 173 44
310 229 78
120 81 42
179 189 49
205 89 31
311 272 17
241 162 34
204 56 86
212 96 74
43 265 44
93 81 46
110 138 72
20 161 98
248 251 13
301 102 25
118 201 96
202 29 75
1 273 64
268 179 25
309 100 25
5 272 31
48 135 63
179 56 67
153 127 21
27 294 40
37 42 85
102 252 25
194 76 100
180 69 91
221 9 14
27 241 55
155 30 25
312 28 67
300 202 45
25 301 70
126 215 58
110 244 94
261 44 29
226 123 7
249 211 57
234 133 10
313 256 79
16 265 55
37 5 41
40 278 98
5 87 88
305 280 84
292 123 27
301 227 24
165 281 66
47 63 56
136 310 78
101 123 33
288 92 29
293 107 93
139 60 10
186 70 99
221 212 76
253 232 66
78 158 62
72 79 100
131 161 72
306 210 10
70 150 26
58 187 4
42 84 81
38 268 86
63 36 57
161 32 45
308 73 52
270 210 24
141 204 94
193 273 99
306 141 23
305 207 10
191 42 78
48 3 51
13 233 54
143 214 65
244 172 98
50 90 21
186 237 86
144 292 18
26 244 92
198 212 82
84 28 67
74 209 45
307 154 4
113 261 61
218 307 64
298 258 45
252 271 1
18 270 67
32 237 65
286 3 84
137 80 62
147 284 52
230 149 71
31 73 92
35 144 57
87 26 97
146 17 95
3 147 87
129 199 29
67 162 59
164 140 24
130 151 4
0 269 43
48 305 83
94 87 5
1 211 78
301 218 82
135 201 62
142 134 55
103 165 64
150 308 92
269 58 20
121 300 43
67 284 11
71 206 24
306 27 23
98 278 95
291 301 37
306 284 75
132 131 59
81 178 27
30 127 81
91 124 90
260 272 12
170 149 30
195 288 99
93 259 37
169 233 75
58 163 46
140 8 16
110 4 62
287 141 17
1 109 35
204 22 41
61 236 70
214 192 41
23 154 25
229 159 4
83 167 10
306 74 5
228 185 99
182 20 86
295 206 72
57 139 89
188 79 32
22 71 79
216 111 82
187 61 15
133 158 49
64 77 97
309 40 89
215 112 87
33 69 87
56 237 54
217 112 89
307 88 49
22 185 100
75 119 32
201 64 9
213 37 10
268 5 100
211 313 1
44 82 21
171 116 54
200 233 31
294 138 52
48 32 49
132 7 51
137 254 52
307 241 16
271 280 9
39 98 36
194 232 90
212 153 44
287 189 7
142 68 45
264 48 22
133 91 89
278 289 59
4 38 51
207 246 60
217 46 94
77 100 17
236 167 35
284 48 7
286 93 79
104 44 63
58 230 81
188 78 49
187 113 38
279 191 66
121 86 46
269 226 97
219 204 32
100 166 31
207 113 66
268 40 62
280 109 81
212 223 89
211 164 53
156 266 17
235 275 64
52 34 40
217 299 32
64 147 3
308 289 38
63 45 95,

315 945
254 211 58
50 54 79
252 172 83
263 303 99
133 123 45
208 300 47
147 153 74
283 25 92
179 221 42
146 213 76
187 53 1
56 165 19
197 137 87
247 106 85
98 255 78
277 99 56
100 240 28
210 46 88
112 121 86
12 293 16
136 300 3
34 112 7
243 13 31
27 307 78
234 66 80
96 99 13
60 7 86
190 182 22
19 112 73
34 168 24
96 79 53
78 115 48
137 134 80
47 274 71
192 245 80
54 266 33
217 65 98
15 154 21
262 306 15
308 282 3
312 256 17
32 110 44
188 32 58
265 280 23
139 238 67
168 280 50
8 310 74
101 178 28
22 144 39
31 175 61
212 254 22
31 131 36
162 186 55
74 303 46
258 232 26
49 88 76
111 281 83
10 173 93
40 113 53
293 66 26
51 167 85
212 234 43
254 143 40
80 278 53
303 124 70
10 219 78
240 47 64
18 240 29
144 228 75
273 307 31
47 127 47
18 219 73
67 4 58
122 58 62
58 228 3
3 62 76
85 159 11
6 79 18
191 136 56
65 53 43
68 38 18
37 22 41
195 283 85
46 270 8
253 13 64
160 190 56
248 63 39
282 179 92
267 16 77
48 290 23
204 253 38
289 152 30
3 195 43
152 226 16
122 210 88
94 35 54
104 128 38
20 67 33
313 266 57
111 43 17
233 109 78
278 66 75
168 246 12
150 101 100
303 97 29
305 188 51
229 313 1
232 97 19
273 141 79
35 21 51
63 214 38
247 171 24
156 162 48
208 119 91
302 47 21
154 146 48
130 308 52
49 76 83
166 184 17
98 110 54
110 188 59
261 258 16
186 313 19
237 313 46
88 274 69
199 208 85
227 3 61
102 137 98
63 197 88
45 136 67
198 222 51
284 126 28
301 204 77
313 70 95
258 283 85
226 247 78
221 182 66
300 224 77
271 15 59
78 191 10
144 250 80
29 30 40
131 139 93
247 262 30
24 203 67
142 246 36
181 279 8
284 189 83
123 196 74
193 180 79
102 258 91
296 129 47
43 220 18
60 116 90
220 205 95
120 184 76
97 259 33
109 253 49
9 120 90
257 9 40
13 121 2
38 228 95
184 156 95
171 102 75
68 117 8
305 270 75
206 124 55
120 241 39
246 135 60
71 166 11
10 258 36
91 134 50
58 232 93
279 314 93
111 35 12
252 198 38
162 96 79
300 31 32
74 267 50
41 127 26
185 138 40
211 288 54
53 286 28
223 51 65
232 221 44
58 270 70
260 160 6
81 5 14
232 95 66
288 27 79
176 271 45
39 266 84
277 52 72
171 294 12
9 21 61
198 24 39
52 253 4
245 88 99
252 86 85
227 254 33
217 296 95
184 66 7
290 149 58
150 17 86
6 97 11
280 296 21
23 265 28
126 90 71
243 95 48
314 148 79
55 224 95
31 63 83
256 274 95
250 201 72
264 292 46
193 89 58
148 285 11
38 248 22
149 55 95
261 6 83
231 237 66
96 120 47
270 81 53
291 70 69
97 297 41
273 168 72
314 46 76
192 309 76
57 116 20
261 97 39
285 79 67
312 80 4
164 266 33
198 127 1
160 52 81
233 82 96
175 13 60
73 9 82
257 300 84
222 40 55
100 284 68
199 174 81
77 183 65
259 305 12
105 167 58
104 92 68
151 3 99
200 156 1
259 2 11
246 174 60
295 64 24
35 273 94
206 9 73
173 149 85
114 271 1
13 35 86
292 183 35
46 151 9
108 52 22
139 17 33
195 184 73
43 227 6
165 262 65
119 42 60
50 137 15
41 286 18
201 193 83
2 308 62
258 285 97
213 301 92
158 245 37
209 195 17
289 149 53
311 108 55
14 193 99
168 102 90
292 116 17
86 34 48
21 273 74
191 198 91
63 258 51
5 188 53
172 234 43
196 214 79
3 311 50
27 188 74
98 72 7
89 218 70
150 136 24
55 78 31
35 92 23
23 243 97
295 314 96
227 295 69
153 26 94
165 274 34
254 186 38
137 274 25
74 106 99
130 100 96
262 113 71
82 25 91
19 188 5
266 271 100
117 24 94
52 206 21
239 94 2
8 38 56
52 204 97
310 109 37
13 286 22
292 115 44
33 246 70
135 225 32
6 191 22
240 169 19
244 100 62
0 182 23
259 31 37
187 311 67
295 82 59
227 168 94
241 191 58
193 266 85
294 97 23
160 37 36
309 158 80
303 240 48
246 208 48
191 180 64
294 251 99
15 74 74
291 69 71
134 26 38
61 128 28
143 105 3
150 231 36
129 63 27
129 167 66
282 89 100
245 282 61
242 171 75
246 117 9
291 180 24
232 207 71
221 216 30
266 255 69
314 137 27
158 262 89
162 172 72
265 205 20
192 236 49
166 3 28
284 136 61
275 5 10
66 125 48
160 177 88
297 119 44
127 140 49
239 215 3
216 131 54
51 207 81
77 76 82
289 104 4
121 238 75
10 303 10
141 112 98
246 113 16
109 175 37
149 102 43
241 238 3
144 242 19
222 251 88
12 58 73
69 9 94
200 287 14
307 58 56
248 237 79
228 273 97
12 302 52
305 147 91
227 277 99
225 18 94
167 31 81
306 15 88
254 199 83
137 71 91
302 13 73
5 31 18
269 64 60
220 101 75
167 209 96
68 154 9
131 314 18
6 280 62
60 185 16
219 81 81
93 211 27
60 153 45
81 111 83
149 231 31
51 209 95
291 277 63
301 201 98
258 161 15
263 212 92
190 266 42
18 263 7
22 274 45
249 121 21
158 250 78
154 150 86
119 71 67
169 212 27
84 229 63
265 3 28
30 219 95
58 18 48
220 120 84
73 100 32
8 181 81
217 44 83
21 242 58
11 98 1
201 160 87
258 106 93
309 39 2
120 14 60
88 177 70
111 39 55
189 65 34
257 293 2
7 240 55
176 266 4
272 113 58
164 305 94
80 86 44
34 165 17
70 206 44
197 73 69
71 278 10
15 63 17
267 195 92
183 170 19
312 183 95
246 228 73
265 253 31
311 167 35
185 49 31
188 166 38
91 102 50
12 219 8
89 12 76
77 91 69
173 182 84
61 210 73
256 120 83
150 38 93
164 248 71
58 174 34
290 51 81
189 288 83
263 0 42
113 271 21
168 248 3
131 216 93
311 60 84
264 304 84
8 299 68
298 271 70
202 283 49
124 220 18
197 253 4
238 287 52
19 140 39
46 27 29
34 4 67
158 134 19
147 142 81
87 3 47
88 116 54
274 37 82
150 40 13
17 93 33
10 30 47
16 188 73
297 240 13
304 248 80
44 15 1
175 145 23
11 293 91
46 170 50
148 30 73
30 188 70
174 80 9
138 24 95
59 194 50
293 142 60
208 267 7
78 157 39
68 74 87
246 56 6
149 58 52
222 164 10
147 58 59
45 135 16
215 245 60
56 64 82
256 268 88
228 259 49
56 254 81
173 235 26
229 304 63
198 169 57
252 161 66
31 104 26
209 142 87
68 279 92
212 302 87
233 206 14
223 110 43
258 210 5
132 101 14
202 226 58
31 126 59
2 191 71
155 274 75
3 229 84
50 15 85
123 61 1
29 37 78
12 311 90
304 164 90
250 100 74
221 162 34
295 148 91
75 134 21
49 234 11
155 180 67
2 216 11
180 47 8
214 3 80
14 2 6
267 286 52
44 294 27
223 180 70
111 74 7
81 174 92
51 90 20
109 88 8
9 104 90
178 16 36
115 118 85
102 123 90
110 207 66
94 161 12
303 92 65
91 173 59
181 47 20
202 44 49
157 218 63
271 1 51
182 212 99
196 26 69
219 215 6
264 133 75
9 38 19
302 1 38
183 235 69
144 157 26
93 296 68
15 193 62
8 109 36
267 225 41
13 239 28
221 226 32
245 53 37
278 239 9
79 129 6
275 224 6
287 244 82
209 307 38
246 54 26
97 309 46
195 82 88
67 195 51
283 307 35
48 120 5
297 90 36
229 103 54
207 162 44
13 140 18
84 240 30
0 287 1
302 269 77
83 282 27
122 75 36
183 15 43
252 50 45
55 89 58
190 212 46
15 149 42
179 183 16
140 212 43
264 126 40
112 87 12
25 75 72
155 148 87
198 225 63
307 144 57
270 99 100
44 112 4
232 20 30
159 137 10
89 76 49
244 24 9
3 252 54
64 155 92
260 261 92
248 54 22
85 170 8
115 79 8
227 312 23
211 42 10
9 195 82
250 61 87
288 101 58
181 253 88
145 232 6
62 290 90
147 63 6
260 297 41
80 313 39
193 119 75
60 124 46
32 207 81
309 253 12
16 244 52
143 265 55
30 141 55
240 311 4
60 126 21
210 240 16
70 187 99
299 129 55
35 40 34
232 272 97
230 121 25
11 13 22
159 177 59
123 204 71
1 184 10
47 284 80
175 92 100
287 104 7
161 252 1
294 167 19
282 214 5
295 205 85
9 95 8
153 143 8
8 280 29
51 20 26
1 152 63
309 247 95
104 289 91
143 275 68
2 41 9
311 169 78
306 159 11
197 61 61
277 160 17
198 125 79
5 254 33
128 144 51
164 263 12
8 138 30
252 266 86
149 199 12
190 274 78
135 158 18
251 87 53
246 165 99
72 286 63
181 95 5
121 278 31
137 190 70
152 83 53
229 71 69
135 148 71
39 66 34
63 100 8
180 158 75
210 296 46
250 188 14
264 186 35
273 47 36
187 214 39
310 43 100
184 53 43
291 200 51
94 249 87
262 75 70
83 15 59
51 68 61
65 71 56
0 213 28
312 30 10
151 17 32
9 128 18
91 87 97
164 91 35
273 69 87
172 60 46
97 105 66
270 16 42
93 222 81
302 102 52
128 38 37
71 217 53
151 152 85
39 169 9
158 252 66
102 172 38
306 48 4
219 273 76
273 85 40
27 88 84
252 185 74
128 196 74
287 53 77
126 2 45
231 197 41
131 245 94
133 174 54
307 135 69
224 216 29
260 169 70
56 3 24
113 167 32
153 136 93
269 283 59
130 7 11
35 89 1
119 60 75
120 249 17
290 202 49
304 104 1
283 203 70
7 264 66
274 198 86
303 189 76
57 72 73
26 220 10
242 140 100
154 39 30
117 306 80
310 285 5
155 201 60
263 186 12
10 42 89
237 99 36
32 124 82
103 226 76
190 290 39
266 223 67
55 199 40
48 25 48
263 296 9
87 149 43
248 274 29
309 247 80
303 184 100
300 297 17
84 149 97
101 62 72
17 41 41
104 177 100
10 268 46
183 169 85
247 92 72
221 74 79
67 96 68
54 167 71
297 52 11
144 238 61
286 182 73
275 94 81
103 170 36
168 189 83
278 132 6
22 243 56
11 294 83
163 41 2
187 231 59
206 44 36
254 60 62
200 181 54
184 174 71
233 22 10
286 20 16
91 309 1
189 28 56
262 287 45
149 17 96
30 231 40
43 245 20
207 121 71
29 282 62
230 7 95
250 194 24
18 37 89
302 250 34
187 258 54
277 54 59
102 232 38
225 4 82
59 288 80
110 312 80
129 103 47
60 10 41
292 3 87
100 80 95
103 233 87
20 204 77
155 300 2
31 254 15
251 142 85
115 191 12
17 101 13
29 49 70
59 61 46
9 218 27
231 139 3
33 157 84
94 126 6
55 302 95
244 160 74
137 295 90
266 48 34
275 295 98
25 144 95
146 168 74
95 167 91
266 152 100
141 10 53
297 183 76
49 173 73
148 282 59
11 112 51
141 252 4
132 95 29
291 258 57
222 141 84
113 188 54
287 304 12
193 134 21
25 103 99
238 147 12
210 313 47
279 48 27
170 99 29
24 253 80
23 291 4
29 18 87
89 290 32
196 40 67
140 45 65
227 305 92
94 28 85
128 65 83
138 314 67
262 97 45
296 179 96
270 30 47
124 126 26
270 11 43
221 292 31
277 22 8
100 223 22
59 137 54
15 207 38
53 197 18
288 250 70
32 88 58
60 225 63
50 252 73
236 95 60
40 156 48
134 170 66
272 236 10
65 298 15
61 281 95
179 36 15
300 186 9
141 279 92
140 208 100
199 189 29
89 138 24
221 212 43
54 117 64
201 25 36
34 187 84
118 276 79
180 140 68
279 17 34
132 290 83
264 238 6
238 277 9
134 71 28
87 88 4
222 58 22
153 95 36
57 189 94
79 130 11
199 136 4
137 192 73
125 53 70
305 173 91
157 282 7
41 159 71
165 10 32
123 244 41
76 174 92
182 265 52
139 295 95
186 206 65
86 152 18
98 8 53
271 71 2
48 206 44
158 160 20
139 226 13
38 295 75
153 228 43
79 202 62
220 79 34
93 16 49
296 25 1
77 144 64
127 112 18
4 200 99
32 58 11
288 31 7
224 309 10,

316 948
17 68 95
7 238 82
289 119 16
153 3 64
38 265 15
180 240 33
296 216 62
49 193 27
286 22 23
288 116 78
75 149 45
149 20 50
80 191 72
159 265 82
244 43 4
211 200 96
66 255 86
208 77 11
197 42 93
22 87 49
24 182 23
175 167 31
288 16 14
20 301 66
209 179 17
61 181 3
11 95 77
232 156 78
14 143 25
108 188 21
131 265 95
121 43 75
206 67 89
83 130 77
192 257 72
137 21 59
128 145 6
170 125 26
119 227 28
314 219 65
111 206 62
124 59 88
139 189 67
149 115 35
203 222 96
22 252 75
180 65 23
150 206 51
82 265 36
64 213 82
157 101 70
220 139 57
176 128 76
70 178 31
190 291 31
105 118 74
285 240 99
75 100 12
53 46 71
227 81 26
244 277 49
163 271 34
249 193 81
60 122 13
138 139 15
141 311 20
232 5 26
310 223 80
233 84 31
48 209 90
264 206 35
187 276 54
138 234 14
92 312 6
25 268 96
31 174 91
130 57 66
265 54 38
101 67 61
304 48 20
123 56 64
35 221 95
243 43 44
136 77 55
135 247 80
296 0 37
13 212 59
264 148 48
30 191 59
0 287 26
104 6 12
100 103 58
229 117 99
1 305 47
307 174 65
159 229 82
89 92 10
68 246 15
254 290 62
290 56 3
119 98 97
166 61 81
38 309 52
195 117 39
258 25 87
55 75 32
245 266 12
182 72 99
261 105 67
19 148 12
111 6 98
281 154 7
266 270 26
140 267 98
129 315 39
36 166 10
59 25 44
270 210 56
197 49 81
37 2 48
115 173 36
217 16 69
138 263 81
72 115 90
156 22 37
241 204 53
127 53 47
185 220 88
193 303 28
54 43 53
24 96 94
84 200 62
234 314 5
138 126 48
235 32 48
252 20 42
42 166 74
196 137 37
170 124 10
300 313 42
53 46 70
193 70 100
47 166 95
252 149 34
235 17 14
193 126 99
4 298 47
300 244 28
236 292 14
83 131 8
2 40 15
226 263 67
193 26 11
258 242 25
21 245 45
232 14 91
167 277 28
21 112 37
16 84 83
286 84 90
144 140 87
5 196 35
180 135 72
3 186 88
303 55 13
187 217 88
146 258 72
169 127 31
188 187 43
62 199 76
280 183 90
51 134 14
132 144 84
131 61 25
58 135 34
1 308 56
107 183 63
60 93 56
131 90 97
163 11 55
264 148 33
96 25 21
250 48 10
161 110 13
262 216 70
141 9 53
42 260 81
54 105 27
3 211 18
67 202 23
245 2 13
299 298 99
220 203 58
22 176 83
139 186 14
314 152 76
191 49 13
152 216 81
191 38 22
256 48 35
17 181 64
27 194 99
291 263 91
135 160 65
124 86 8
97 234 97
292 262 85
310 289 23
19 255 50
129 163 3
228 170 6
84 248 79
68 40 25
240 24 56
113 221 6
68 104 37
63 102 55
72 202 43
8 271 35
177 94 54
221 61 63
100 262 13
44 288 59
66 151 75
57 302 2
162 44 31
28 295 95
6 5 17
171 34 61
81 235 34
253 24 22
142 114 85
226 43 4
146 287 98
221 286 10
226 126 20
252 54 29
214 219 63
78 187 92
194 189 30
161 89 88
231 61 91
122 91 61
15 306 97
257 175 30
197 29 65
136 211 83
219 39 23
249 186 53
158 101 38
230 141 89
24 301 62
64 10 93
216 67 70
20 44 86
257 42 49
117 235 26
186 208 44
102 15 43
232 268 87
19 27 43
253 168 34
71 23 23
259 158 2
170 168 69
131 100 82
185 305 13
155 162 71
102 111 52
295 110 27
225 161 22
263 248 93
236 279 15
288 196 22
315 18 52
273 265 89
132 196 79
43 127 26
165 311 37
258 116 9
40 233 56
7 180 28
184 75 68
43 25 5
220 210 46
310 197 15
144 41 7
104 117 60
112 17 65
142 50 64
45 114 94
310 272 27
297 187 67
215 106 30
137 241 5
204 288 60
151 110 80
33 138 2
213 226 52
10 168 55
142 226 24
9 92 38
18 223 8
141 23 58
290 281 64
54 28 12
73 163 80
166 21 55
303 99 54
33 35 93
70 203 25
65 41 6
111 47 60
271 11 27
311 77 39
133 17 71
213 231 14
224 5 57
159 243 62
173 64 97
167 285 78
268 77 7
237 248 27
306 233 10
306 304 61
244 301 56
77 287 98
67 81 95
66 74 69
211 221 92
39 8 33
176 64 64
225 145 32
167 299 21
172 31 55
149 28 94
211 89 40
164 33 26
27 290 20
274 221 43
251 87 26
263 15 86
227 185 16
134 151 73
173 269 71
112 75 95
247 49 94
87 220 41
227 88 92
242 240 17
32 306 23
123 210 28
212 165 12
220 70 97
110 70 14
229 226 55
275 58 8
112 266 80
168 190 8
194 1 89
168 186 56
99 223 70
111 208 27
6 274 10
204 291 74
154 19 58
94 181 23
228 278 50
53 140 52
177 145 62
1 219 48
131 12 80
281 165 94
271 207 91
134 253 62
281 124 53
22 63 82
303 179 4
25 286 19
119 226 94
239 65 59
30 114 37
41 151 79
139 141 49
248 311 15
304 231 10
31 170 4
242 63 96
69 303 51
55 112 94
311 15 91
249 216 11
303 93 86
302 147 14
47 83 17
240 245 98
99 313 75
37 177 81
312 51 65
286 90 76
115 51 96
52 312 15
311 286 32
62 129 85
171 102 22
147 132 27
313 225 24
236 143 66
254 286 82
178 9 12
283 119 22
303 176 3
71 299 51
239 99 56
216 206 65
233 118 91
315 207 76
277 76 66
88 199 84
167 112 5
99 17 72
153 56 78
288 23 38
149 129 5
13 98 77
307 282 29
95 271 1
165 271 88
254 238 65
223 218 98
311 54 32
136 196 70
234 117 3
121 56 48
203 254 38
202 116 43
104 133 31
66 93 41
19 4 11
106 267 22
291 198 62
257 36 75
66 148 93
15 71 16
167 24 31
115 213 18
39 234 47
238 58 58
201 90 41
206 29 83
174 9 93
47 219 21
8 21 50
279 1 42
112 132 75
63 176 51
65 222 26
149 294 68
191 285 70
100 283 6
265 146 49
255 151 62
5 183 7
178 10 88
0 68 94
226 143 34
140 83 75
201 206 99
287 3 21
51 294 39
230 88 39
140 99 19
247 32 8
43 237 35
121 233 57
304 263 65
73 120 89
228 183 36
143 213 10
152 136 32
162 163 43
228 287 84
272 147 41
149 232 97
202 3 8
254 84 96
233 186 100
121 155 3
220 11 23
174 62 85
26 95 95
205 315 59
155 134 68
83 167 87
222 248 45
49 196 34
144 300 62
110 227 76
131 203 10
209 239 25
83 127 41
27 257 61
121 10 44
80 180 82
290 299 47
298 64 9
258 121 49
52 109 31
112 278 7
132 154 25
184 125 3
284 209 97
80 113 19
302 35 41
130 170 76
120 267 82
210 78 5
129 189 46
169 15 86
151 96 80
89 30 37
117 81 55
141 226 59
288 250 48
234 233 51
297 224 41
68 227 68
57 127 83
48 161 38
172 145 34
278 141 9
129 288 61
176 99 6
225 25 91
239 4 38
288 306 55
59 132 38
141 32 40
311 154 86
313 0 39
272 132 52
82 283 10
68 10 74
19 271 81
25 61 29
7 19 21
267 77 81
74 236 88
45 207 4
301 283 9
145 61 44
17 313 13
172 181 77
298 267 21
88 56 7
215 266 82
271 73 57
131 72 60
151 204 44
7 2 81
10 204 50
163 160 15
144 307 82
216 121 68
70 83 20
61 108 6
150 115 19
169 228 99
255 187 86
113 231 81
261 122 28
25 194 5
55 99 99
256 67 39
242 276 35
211 75 93
124 288 11
195 166 50
134 182 89
57 143 46
34 250 67
268 88 98
0 156 48
37 300 99
290 131 72
128 154 92
35 231 6
227 196 1
257 204 12
99 234 22
48 255 27
314 147 14
103 5 20
279 178 46
99 15 100
280 36 92
279 8 43
100 213 34
86 309 18
26 308 44
185 144 6
196 288 78
312 309 20
293 292 92
204 123 33
63 144 78
59 255 99
167 90 32
64 195 20
194 257 88
305 39 69
55 78 62
181 193 42
128 41 52
173 167 7
111 261 93
2 63 56
110 193 23
274 222 89
22 243 94
21 271 73
10 128 64
224 56 41
265 78 95
28 43 3
97 213 50
65 53 35
102 134 48
36 133 59
260 191 37
69 4 65
268 84 64
63 7 59
102 181 7
79 97 58
21 126 90
148 205 44
135 244 67
265 154 99
152 96 51
29 298 54
81 3 42
193 40 33
118 107 66
78 72 32
153 66 80
72 171 58
12 255 39
309 252 75
259 286 65
96 276 36
35 9 51
25 188 100
112 68 16
241 195 77
289 304 12
250 185 98
113 163 49
2 173 20
189 62 55
129 260 68
134 103 69
59 139 22
252 1 16
263 313 81
224 237 57
223 179 82
222 90 54
73 40 59
145 206 97
228 102 13
226 241 18
131 238 59
101 44 19
166 4 33
167 45 33
229 135 80
238 173 76
245 13 52
271 1 4
28 34 62
100 139 93
132 255 20
194 41 27
310 150 91
84 70 61
43 273 35
31 280 65
110 115 57
55 235 8
126 142 83
148 281 43
23 161 58
18 188 31
191 226 48
255 20 61
158 21 53
191 227 22
169 47 5
125 99 99
250 50 48
38 37 87
111 172 81
25 245 77
304 252 25
301 209 3
145 283 37
256 214 69
160 187 33
315 271 3
0 64 53
167 62 90
132 73 48
72 49 96
45 81 73
76 2 87
145 121 2
170 31 66
252 38 33
273 226 20
121 277 84
176 314 98
186 133 39
195 139 40
21 49 62
87 56 94
109 70 32
244 164 95
66 161 5
170 264 26
213 182 31
91 145 39
204 118 79
19 239 49
74 315 82
130 233 57
89 286 77
119 270 69
96 15 89
26 1 60
148 299 28
69 283 94
34 76 7
175 272 34
257 129 56
118 134 33
198 178 53
12 34 7
9 136 13
119 225 3
192 260 9
294 279 56
40 192 53
96 60 87
11 310 68
251 52 48
4 87 85
308 301 64
65 266 2
4 51 10
97 175 17
68 248 42
296 18 32
305 164 44
7 211 22
95 181 45
30 232 28
203 134 23
150 124 61
55 5 49
226 255 46
140 262 77
244 199 75
174 164 30
19 26 89
187 37 99
294 215 22
69 250 65
282 250 43
146 122 89
290 187 18
119 183 5
262 253 47
102 186 39
16 13 95
274 268 5
109 133 79
171 235 66
236 62 1
7 127 28
103 132 36
46 59 35
137 195 8
254 302 89
311 4 71
158 207 35
37 200 10
144 276 56
311 161 36
306 239 82
164 181 57
85 153 15
236 68 89
220 285 33
55 193 86
261 59 22
200 167 2
242 274 45
14 87 32
52 149 19
93 131 46
210 56 54
119 231 50
185 263 17
96 66 27
54 314 97
277 276 37
142 156 83
191 176 23
68 94 91
171 11 60
113 238 23
40 55 11
135 94 71
152 134 17
178 150 40
121 21 89
152 300 49
32 168 78
220 122 47
3 25 70
29 188 14
295 29 45
22 223 87
9 116 6
178 35 77
297 265 91
143 115 54
173 214 35
113 303 8
184 232 40
149 53 4
250 241 100
78 24 89
135 72 15
20 80 19
289 247 64
308 234 86
228 186 77
142 256 11
60 181 7
281 190 23
256 178 100
140 129 50
315 309 81
194 169 21
128 270 89
10 113 98
179 56 16
187 202 13
20 154 53
60 116 26
197 1 97
272 205 45
312 0 79
75 288 92
21 134 19
84 157 78
89 173 23
122 257 90
171 158 83
97 77 96
103 140 48
175 34 56
302 124 10
310 67 32
76 255 58
8 302 5
213 187 53
133 220 15
74 148 29
243 147 45
97 39 96
106 241 9
304 162 62
173 151 77
60 69 53
240 159 73
184 308 2
128 32 36
200 44 16
241 39 29
299 192 49
83 65 74
231 127 10
5 176 7
107 93 78
270 178 21
10 125 85
196 209 81
256 224 58
175 57 89
239 147 72
122 25 98
49 265 34
187 109 45
289 284 80
287 280 27
115 13 62
51 131 60
75 110 86
97 195 55
255 289 16
118 132 79
286 116 72
145 268 5
25 95 49
98 109 29
113 156 73
72 44 59
0 221 96
314 216 15
133 64 9
27 5 29
227 47 29
4 30 61
232 152 86
175 8 34
112 270 70
276 303 23
87 305 1
60 251 70
281 224 2
29 9 19
14 102 20
184 19 16
263 208 73
199 255 73
98 179 75
280 160 46
5 216 47
99 139 45
184 22 21
144 42 80
249 158 21
197 4 98
7 196 98
193 35 22,

317 951
55 220 56
86 158 33
86 200 48
14 309 89
279 51 36
261 76 55
173 212 59
214 224 78
75 107 21
115 286 90
263 106 76
284 23 85
11 236 71
16 137 91
302 280 14
264 231 83
136 101 50
4 282 91
258 15 20
246 80 91
100 108 3
45 244 60
252 81 67
51 37 7
194 84 47
4 140 25
205 154 81
214 35 43
207 244 81
105 226 48
103 192 53
213 311 87
35 102 49
259 236 2
75 207 9
29 208 52
20 210 73
287 300 84
124 156 3
71 242 43
89 84 6
245 243 29
283 203 8
137 277 3
285 186 87
19 35 72
213 65 40
245 38 5
170 82 73
60 18 73
39 173 43
119 59 62
93 0 68
119 248 87
214 291 99
183 156 85
105 81 52
200 146 21
307 141 27
311 126 13
293 244 59
142 315 42
34 228 70
298 156 76
302 245 24
193 269 63
80 93 25
145 42 11
27 262 16
115 209 13
32 46 36
252 106 73
286 40 62
102 30 17
34 75 83
161 233 5
110 203 89
146 19 97
78 36 2
27 243 48
109 222 90
72 312 88
117 105 76
206 137 8
181 201 53
134 158 17
132 138 46
271 11 89
120 102 25
14 116 29
212 265 26
244 193 91
232 48 5
28 225 42
246 71 58
106 102 41
122 139 37
71 220 1
140 67 32
135 313 34
264 291 87
139 228 17
174 88 94
12 240 27
234 280 97
285 88 55
300 284 2
34 224 31
198 236 76
58 196 27
225 218 96
296 277 58
35 148 6
77 93 74
310 99 58
222 44 95
273 221 80
248 35 34
157 221 93
217 246 10
65 204 81
150 58 12
255 299 37
224 102 47
273 88 81
250 65 73
231 121 36
240 191 77
309 180 53
134 141 81
35 225 87
145 227 56
109 117 22
144 188 96
150 5 5
240 164 68
